acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,track_id,type,uri,valence,0
0.227,https://api.spotify.com/v1/audio-analysis/7fiFJADUcHwTdYLmnZeLAy,0.622,208840.0,0.485,7fiFJADUcHwTdYLmnZeLAy,0.0,2.0,0.0889,-7.259,1.0,0.0322,118.051,4.0,https://api.spotify.com/v1/tracks/7fiFJADUcHwTdYLmnZeLAy,7fiFJADUcHwTdYLmnZeLAy,audio_features,spotify:track:7fiFJADUcHwTdYLmnZeLAy,0.236,
0.235,https://api.spotify.com/v1/audio-analysis/3sVLgsSTHRu483w6QciloO,0.547,225253.0,0.743,3sVLgsSTHRu483w6QciloO,0.0,2.0,0.231,-6.064,1.0,0.0323,77.9,4.0,https://api.spotify.com/v1/tracks/3sVLgsSTHRu483w6QciloO,3sVLgsSTHRu483w6QciloO,audio_features,spotify:track:3sVLgsSTHRu483w6QciloO,0.647,
0.000199,https://api.spotify.com/v1/audio-analysis/6DibqiBTKMob2SjBwKqRfS,0.782,158467.0,0.793,6DibqiBTKMob2SjBwKqRfS,0.000215,7.0,0.306,-7.054,1.0,0.0399,100.987,4.0,https://api.spotify.com/v1/tracks/6DibqiBTKMob2SjBwKqRfS,6DibqiBTKMob2SjBwKqRfS,audio_features,spotify:track:6DibqiBTKMob2SjBwKqRfS,0.906,
0.0312,https://api.spotify.com/v1/audio-analysis/5md87aD3pGXRghKUbZdyh8,0.594,233853.0,0.842,5md87aD3pGXRghKUbZdyh8,0.0,1.0,0.071,-4.892,1.0,0.072,129.986,4.0,https://api.spotify.com/v1/tracks/5md87aD3pGXRghKUbZdyh8,5md87aD3pGXRghKUbZdyh8,audio_features,spotify:track:5md87aD3pGXRghKUbZdyh8,0.573,
0.0913,https://api.spotify.com/v1/audio-analysis/064tgRK6FYBwikCdxaHFV1,0.55,155680.0,0.553,064tgRK6FYBwikCdxaHFV1,0.0,0.0,0.111,-7.34,1.0,0.0403,145.009,4.0,https://api.spotify.com/v1/tracks/064tgRK6FYBwikCdxaHFV1,064tgRK6FYBwikCdxaHFV1,audio_features,spotify:track:064tgRK6FYBwikCdxaHFV1,0.185,
0.0248,https://api.spotify.com/v1/audio-analysis/5MoU7TaAvgBa8W0XVwXAd7,0.806,180600.0,0.559,5MoU7TaAvgBa8W0XVwXAd7,1.63e-05,0.0,0.135,-6.329,1.0,0.0588,146.041,3.0,https://api.spotify.com/v1/tracks/5MoU7TaAvgBa8W0XVwXAd7,5MoU7TaAvgBa8W0XVwXAd7,audio_features,spotify:track:5MoU7TaAvgBa8W0XVwXAd7,0.671,
0.00846,https://api.spotify.com/v1/audio-analysis/4lrSsZ9nRgkrHXekhM8Fy0,0.558,198453.0,0.703,4lrSsZ9nRgkrHXekhM8Fy0,0.0,1.0,0.112,-5.735,0.0,0.342,146.426,4.0,https://api.spotify.com/v1/tracks/4lrSsZ9nRgkrHXekhM8Fy0,4lrSsZ9nRgkrHXekhM8Fy0,audio_features,spotify:track:4lrSsZ9nRgkrHXekhM8Fy0,0.305,
0.0778,https://api.spotify.com/v1/audio-analysis/1jlnBQGP2DtSEhMgQaz7a7,0.946,160877.0,0.723,1jlnBQGP2DtSEhMgQaz7a7,0.0,9.0,0.0608,-3.692,1.0,0.114,102.956,4.0,https://api.spotify.com/v1/tracks/1jlnBQGP2DtSEhMgQaz7a7,1jlnBQGP2DtSEhMgQaz7a7,audio_features,spotify:track:1jlnBQGP2DtSEhMgQaz7a7,0.349,
0.313,https://api.spotify.com/v1/audio-analysis/3TirmOKwMAD738H0DOVrB9,0.728,258947.0,0.694,3TirmOKwMAD738H0DOVrB9,0.0,2.0,0.316,-4.499,1.0,0.206,127.958,4.0,https://api.spotify.com/v1/tracks/3TirmOKwMAD738H0DOVrB9,3TirmOKwMAD738H0DOVrB9,audio_features,spotify:track:3TirmOKwMAD738H0DOVrB9,0.443,
0.028,https://api.spotify.com/v1/audio-analysis/6bWBLZLBRQEJ5KsLicouNB,0.629,170440.0,0.729,6bWBLZLBRQEJ5KsLicouNB,0.0,7.0,0.288,-4.744,1.0,0.0325,119.996,4.0,https://api.spotify.com/v1/tracks/6bWBLZLBRQEJ5KsLicouNB,6bWBLZLBRQEJ5KsLicouNB,audio_features,spotify:track:6bWBLZLBRQEJ5KsLicouNB,0.304,
0.0111,https://api.spotify.com/v1/audio-analysis/1b0YOwtdW5ibaAhHEsbdjB,0.526,204240.0,0.868,1b0YOwtdW5ibaAhHEsbdjB,6.22e-06,1.0,0.12,-4.396,1.0,0.0491,75.007,4.0,https://api.spotify.com/v1/tracks/1b0YOwtdW5ibaAhHEsbdjB,1b0YOwtdW5ibaAhHEsbdjB,audio_features,spotify:track:1b0YOwtdW5ibaAhHEsbdjB,0.626,
0.00193,https://api.spotify.com/v1/audio-analysis/7dou6LA8IUrO1XWju2sHdI,0.571,195067.0,0.947,7dou6LA8IUrO1XWju2sHdI,0.000128,4.0,0.165,-4.894,1.0,0.0601,118.98,4.0,https://api.spotify.com/v1/tracks/7dou6LA8IUrO1XWju2sHdI,7dou6LA8IUrO1XWju2sHdI,audio_features,spotify:track:7dou6LA8IUrO1XWju2sHdI,0.538,
0.0293,https://api.spotify.com/v1/audio-analysis/2toVe5hfuIi97ytDPDbQFt,0.866,229210.0,0.613,2toVe5hfuIi97ytDPDbQFt,0.0,0.0,0.104,-6.385,1.0,0.151,98.001,4.0,https://api.spotify.com/v1/tracks/2toVe5hfuIi97ytDPDbQFt,2toVe5hfuIi97ytDPDbQFt,audio_features,spotify:track:2toVe5hfuIi97ytDPDbQFt,0.359,
0.329,https://api.spotify.com/v1/audio-analysis/6EBlOYNcZ8MrdEov9lEdV6,0.648,171786.0,0.554,6EBlOYNcZ8MrdEov9lEdV6,2.56e-05,9.0,0.0803,-7.005,1.0,0.0341,98.045,4.0,https://api.spotify.com/v1/tracks/6EBlOYNcZ8MrdEov9lEdV6,6EBlOYNcZ8MrdEov9lEdV6,audio_features,spotify:track:6EBlOYNcZ8MrdEov9lEdV6,0.372,
0.294,https://api.spotify.com/v1/audio-analysis/6z6YV7ANb27fmra1O3wAOD,0.668,173040.0,0.47,6z6YV7ANb27fmra1O3wAOD,3.92e-06,8.0,0.149,-8.059,0.0,0.0941,105.902,4.0,https://api.spotify.com/v1/tracks/6z6YV7ANb27fmra1O3wAOD,6z6YV7ANb27fmra1O3wAOD,audio_features,spotify:track:6z6YV7ANb27fmra1O3wAOD,0.173,
0.459,https://api.spotify.com/v1/audio-analysis/36HbtBrGbRWfeeSq50orF6,0.495,206773.0,0.781,36HbtBrGbRWfeeSq50orF6,2.61e-06,7.0,0.106,-5.871,1.0,0.0452,140.962,4.0,https://api.spotify.com/v1/tracks/36HbtBrGbRWfeeSq50orF6,36HbtBrGbRWfeeSq50orF6,audio_features,spotify:track:36HbtBrGbRWfeeSq50orF6,0.486,
0.79,https://api.spotify.com/v1/audio-analysis/6voLIzmNKZ9ZN53rQ4yQn1,0.5,127373.0,0.402,6voLIzmNKZ9ZN53rQ4yQn1,6.77e-05,7.0,0.123,-9.292,1.0,0.0444,99.925,4.0,https://api.spotify.com/v1/tracks/6voLIzmNKZ9ZN53rQ4yQn1,6voLIzmNKZ9ZN53rQ4yQn1,audio_features,spotify:track:6voLIzmNKZ9ZN53rQ4yQn1,0.268,
0.316,https://api.spotify.com/v1/audio-analysis/6kXNnS7JJz0nAv4XEwEmQJ,0.588,254166.0,0.601,6kXNnS7JJz0nAv4XEwEmQJ,0.0,4.0,0.148,-5.983,0.0,0.0332,126.06,3.0,https://api.spotify.com/v1/tracks/6kXNnS7JJz0nAv4XEwEmQJ,6kXNnS7JJz0nAv4XEwEmQJ,audio_features,spotify:track:6kXNnS7JJz0nAv4XEwEmQJ,0.38,
0.441,https://api.spotify.com/v1/audio-analysis/5C66lHZQzmxJnSPfklujLw,0.846,181933.0,0.646,5C66lHZQzmxJnSPfklujLw,1.65e-06,3.0,0.112,-6.239,0.0,0.0494,138.106,4.0,https://api.spotify.com/v1/tracks/5C66lHZQzmxJnSPfklujLw,5C66lHZQzmxJnSPfklujLw,audio_features,spotify:track:5C66lHZQzmxJnSPfklujLw,0.705,
0.667,https://api.spotify.com/v1/audio-analysis/79JBjIq90BrQ8Ws0pUhlzD,0.622,169813.0,0.796,79JBjIq90BrQ8Ws0pUhlzD,0.0,0.0,0.106,-2.999,0.0,0.172,197.705,4.0,https://api.spotify.com/v1/tracks/79JBjIq90BrQ8Ws0pUhlzD,79JBjIq90BrQ8Ws0pUhlzD,audio_features,spotify:track:79JBjIq90BrQ8Ws0pUhlzD,0.62,
0.143,https://api.spotify.com/v1/audio-analysis/1yfyIdEw5U2bD5I6gxQCxW,0.402,191248.0,0.754,1yfyIdEw5U2bD5I6gxQCxW,0.0,8.0,0.358,-4.837,1.0,0.0432,108.17,4.0,https://api.spotify.com/v1/tracks/1yfyIdEw5U2bD5I6gxQCxW,1yfyIdEw5U2bD5I6gxQCxW,audio_features,spotify:track:1yfyIdEw5U2bD5I6gxQCxW,0.621,
0.0295,https://api.spotify.com/v1/audio-analysis/4yn0ftNHQSwsWE81h33y4K,0.894,152532.0,0.492,4yn0ftNHQSwsWE81h33y4K,1.22e-06,1.0,0.14,-4.692,1.0,0.104,100.041,4.0,https://api.spotify.com/v1/tracks/4yn0ftNHQSwsWE81h33y4K,4yn0ftNHQSwsWE81h33y4K,audio_features,spotify:track:4yn0ftNHQSwsWE81h33y4K,0.397,
0.11,https://api.spotify.com/v1/audio-analysis/6ZEYvUSgON3J5Qe1RYi3Jo,0.461,180000.0,0.624,6ZEYvUSgON3J5Qe1RYi3Jo,6.97e-06,4.0,0.454,-8.034,0.0,0.0298,110.003,4.0,https://api.spotify.com/v1/tracks/6ZEYvUSgON3J5Qe1RYi3Jo,6ZEYvUSgON3J5Qe1RYi3Jo,audio_features,spotify:track:6ZEYvUSgON3J5Qe1RYi3Jo,0.278,
0.656,https://api.spotify.com/v1/audio-analysis/0HZgYFimoJG9Ijy8InUWcV,0.745,205417.0,0.637,0HZgYFimoJG9Ijy8InUWcV,6.5e-06,0.0,0.0993,-5.959,1.0,0.0512,89.995,4.0,https://api.spotify.com/v1/tracks/0HZgYFimoJG9Ijy8InUWcV,0HZgYFimoJG9Ijy8InUWcV,audio_features,spotify:track:0HZgYFimoJG9Ijy8InUWcV,0.446,
0.118,https://api.spotify.com/v1/audio-analysis/2VIMXmWUIqhMqg6h5FOFPG,0.862,223787.0,0.689,2VIMXmWUIqhMqg6h5FOFPG,0.0,1.0,0.0729,-5.68,1.0,0.323,83.964,4.0,https://api.spotify.com/v1/tracks/2VIMXmWUIqhMqg6h5FOFPG,2VIMXmWUIqhMqg6h5FOFPG,audio_features,spotify:track:2VIMXmWUIqhMqg6h5FOFPG,0.364,
0.123,https://api.spotify.com/v1/audio-analysis/7FEwp8BavoEVE3AnxJDchc,0.698,260640.0,0.454,7FEwp8BavoEVE3AnxJDchc,0.0,1.0,0.155,-6.756,0.0,0.151,92.932,4.0,https://api.spotify.com/v1/tracks/7FEwp8BavoEVE3AnxJDchc,7FEwp8BavoEVE3AnxJDchc,audio_features,spotify:track:7FEwp8BavoEVE3AnxJDchc,0.137,
0.0667,https://api.spotify.com/v1/audio-analysis/4TCG827sk5fDEmUvcQlStk,0.951,211040.0,0.573,4TCG827sk5fDEmUvcQlStk,0.0,0.0,0.119,-6.002,0.0,0.227,105.052,4.0,https://api.spotify.com/v1/tracks/4TCG827sk5fDEmUvcQlStk,4TCG827sk5fDEmUvcQlStk,audio_features,spotify:track:4TCG827sk5fDEmUvcQlStk,0.42,
0.0121,https://api.spotify.com/v1/audio-analysis/7jI9cnrZof9mRNpIsA7QQN,0.83,212052.0,0.376,7jI9cnrZof9mRNpIsA7QQN,8.07e-06,4.0,0.218,-8.073,0.0,0.19,129.981,4.0,https://api.spotify.com/v1/tracks/7jI9cnrZof9mRNpIsA7QQN,7jI9cnrZof9mRNpIsA7QQN,audio_features,spotify:track:7jI9cnrZof9mRNpIsA7QQN,0.165,
0.237,https://api.spotify.com/v1/audio-analysis/2HsSzwrvvgiYSCdsYLiJWB,0.779,332195.0,0.705,2HsSzwrvvgiYSCdsYLiJWB,0.0,8.0,0.0899,-6.383,0.0,0.051,122.996,4.0,https://api.spotify.com/v1/tracks/2HsSzwrvvgiYSCdsYLiJWB,2HsSzwrvvgiYSCdsYLiJWB,audio_features,spotify:track:2HsSzwrvvgiYSCdsYLiJWB,0.451,
0.145,https://api.spotify.com/v1/audio-analysis/4R8BJggjosTswLxtkw8V7P,0.806,309120.0,0.786,4R8BJggjosTswLxtkw8V7P,0.0,10.0,0.0935,-3.831,0.0,0.0741,91.973,4.0,https://api.spotify.com/v1/tracks/4R8BJggjosTswLxtkw8V7P,4R8BJggjosTswLxtkw8V7P,audio_features,spotify:track:4R8BJggjosTswLxtkw8V7P,0.58,
0.0393,https://api.spotify.com/v1/audio-analysis/4eqrNsKy9Mvg1fvfsTVIAE,0.791,169147.0,0.583,4eqrNsKy9Mvg1fvfsTVIAE,0.0,1.0,0.0577,-5.247,1.0,0.369,149.693,4.0,https://api.spotify.com/v1/tracks/4eqrNsKy9Mvg1fvfsTVIAE,4eqrNsKy9Mvg1fvfsTVIAE,audio_features,spotify:track:4eqrNsKy9Mvg1fvfsTVIAE,0.694,
0.15,https://api.spotify.com/v1/audio-analysis/2q8X0AA5YHDu0GelavXvUU,0.679,284107.0,0.579,2q8X0AA5YHDu0GelavXvUU,0.0,0.0,0.0953,-7.03,0.0,0.327,76.348,4.0,https://api.spotify.com/v1/tracks/2q8X0AA5YHDu0GelavXvUU,2q8X0AA5YHDu0GelavXvUU,audio_features,spotify:track:2q8X0AA5YHDu0GelavXvUU,0.482,
0.0669,https://api.spotify.com/v1/audio-analysis/5dW1VZPcFqB4n0P08rGDgm,0.847,200594.0,0.678,5dW1VZPcFqB4n0P08rGDgm,0.0,9.0,0.274,-8.635,1.0,0.109,97.984,4.0,https://api.spotify.com/v1/tracks/5dW1VZPcFqB4n0P08rGDgm,5dW1VZPcFqB4n0P08rGDgm,audio_features,spotify:track:5dW1VZPcFqB4n0P08rGDgm,0.811,
0.349,https://api.spotify.com/v1/audio-analysis/4dV3okcjbQwTcg4ObIGr4N,0.762,134213.0,0.383,4dV3okcjbQwTcg4ObIGr4N,0.0,5.0,0.127,-10.098,0.0,0.202,92.947,4.0,https://api.spotify.com/v1/tracks/4dV3okcjbQwTcg4ObIGr4N,4dV3okcjbQwTcg4ObIGr4N,audio_features,spotify:track:4dV3okcjbQwTcg4ObIGr4N,0.44,
0.00838,https://api.spotify.com/v1/audio-analysis/29fRTIKsJhLUJoldM89GZS,0.768,171387.0,0.678,29fRTIKsJhLUJoldM89GZS,0.0,2.0,0.0596,-5.604,1.0,0.0505,85.025,4.0,https://api.spotify.com/v1/tracks/29fRTIKsJhLUJoldM89GZS,29fRTIKsJhLUJoldM89GZS,audio_features,spotify:track:29fRTIKsJhLUJoldM89GZS,0.706,
0.422,https://api.spotify.com/v1/audio-analysis/3xaugmCyXrVkrDTXbFkMW3,0.552,180019.0,0.65,3xaugmCyXrVkrDTXbFkMW3,0.000275,1.0,0.372,-7.199,1.0,0.128,167.788,4.0,https://api.spotify.com/v1/tracks/3xaugmCyXrVkrDTXbFkMW3,3xaugmCyXrVkrDTXbFkMW3,audio_features,spotify:track:3xaugmCyXrVkrDTXbFkMW3,0.316,
0.00694,https://api.spotify.com/v1/audio-analysis/12iDo4Kdw9vA2X1lN3UTVu,0.752,155134.0,0.703,12iDo4Kdw9vA2X1lN3UTVu,0.0,1.0,0.143,-5.268,1.0,0.0969,77.021,4.0,https://api.spotify.com/v1/tracks/12iDo4Kdw9vA2X1lN3UTVu,12iDo4Kdw9vA2X1lN3UTVu,audio_features,spotify:track:12iDo4Kdw9vA2X1lN3UTVu,0.538,
0.285,https://api.spotify.com/v1/audio-analysis/1f38Gx6xQz6r4H1jGVNBJo,0.822,185195.0,0.743,1f38Gx6xQz6r4H1jGVNBJo,2.31e-06,6.0,0.102,-3.04,0.0,0.0567,96.025,4.0,https://api.spotify.com/v1/tracks/1f38Gx6xQz6r4H1jGVNBJo,1f38Gx6xQz6r4H1jGVNBJo,audio_features,spotify:track:1f38Gx6xQz6r4H1jGVNBJo,0.355,
0.00938,https://api.spotify.com/v1/audio-analysis/5dLP5JbgWGZttnUv4NFJeg,0.45,237203.0,0.896,5dLP5JbgWGZttnUv4NFJeg,0.0,11.0,0.416,-2.52,1.0,0.0882,148.126,4.0,https://api.spotify.com/v1/tracks/5dLP5JbgWGZttnUv4NFJeg,5dLP5JbgWGZttnUv4NFJeg,audio_features,spotify:track:5dLP5JbgWGZttnUv4NFJeg,0.392,
0.339,https://api.spotify.com/v1/audio-analysis/5XkyZyKMdFungjDb9cUKc3,0.804,205020.0,0.498,5XkyZyKMdFungjDb9cUKc3,0.000236,8.0,0.18,-7.387,0.0,0.0571,105.008,4.0,https://api.spotify.com/v1/tracks/5XkyZyKMdFungjDb9cUKc3,5XkyZyKMdFungjDb9cUKc3,audio_features,spotify:track:5XkyZyKMdFungjDb9cUKc3,0.704,
0.374,https://api.spotify.com/v1/audio-analysis/6moU77g9RQyMzHNuKEaQKq,0.732,212607.0,0.463,6moU77g9RQyMzHNuKEaQKq,0.0,11.0,0.194,-6.972,0.0,0.0287,95.971,4.0,https://api.spotify.com/v1/tracks/6moU77g9RQyMzHNuKEaQKq,6moU77g9RQyMzHNuKEaQKq,audio_features,spotify:track:6moU77g9RQyMzHNuKEaQKq,0.397,
0.946,https://api.spotify.com/v1/audio-analysis/6H7fWtwEUHVfTyZD7zeG4w,0.509,232837.0,0.183,6H7fWtwEUHVfTyZD7zeG4w,0.0,10.0,0.0914,-10.27,1.0,0.0377,117.354,3.0,https://api.spotify.com/v1/tracks/6H7fWtwEUHVfTyZD7zeG4w,6H7fWtwEUHVfTyZD7zeG4w,audio_features,spotify:track:6H7fWtwEUHVfTyZD7zeG4w,0.258,
0.518,https://api.spotify.com/v1/audio-analysis/05v5mPkLAOoa7M5tnXXOwq,0.46,210280.0,0.771,05v5mPkLAOoa7M5tnXXOwq,0.000197,9.0,0.0774,-7.088,0.0,0.328,88.83,4.0,https://api.spotify.com/v1/tracks/05v5mPkLAOoa7M5tnXXOwq,05v5mPkLAOoa7M5tnXXOwq,audio_features,spotify:track:05v5mPkLAOoa7M5tnXXOwq,0.296,
0.0878,https://api.spotify.com/v1/audio-analysis/2JoIjuzRplpYGvvLpSW2on,0.734,154024.0,0.693,2JoIjuzRplpYGvvLpSW2on,0.0,0.0,0.341,-6.474,1.0,0.0361,110.021,4.0,https://api.spotify.com/v1/tracks/2JoIjuzRplpYGvvLpSW2on,2JoIjuzRplpYGvvLpSW2on,audio_features,spotify:track:2JoIjuzRplpYGvvLpSW2on,0.55,
0.00912,https://api.spotify.com/v1/audio-analysis/7w5oKhvKnU8ghIdwVwTwAP,0.95,177990.0,0.514,7w5oKhvKnU8ghIdwVwTwAP,0.0,8.0,0.101,-5.232,1.0,0.0816,122.984,4.0,https://api.spotify.com/v1/tracks/7w5oKhvKnU8ghIdwVwTwAP,7w5oKhvKnU8ghIdwVwTwAP,audio_features,spotify:track:7w5oKhvKnU8ghIdwVwTwAP,0.478,
0.784,https://api.spotify.com/v1/audio-analysis/1PsMieVYFXrSeXMxuE2SbG,0.653,179300.0,0.644,1PsMieVYFXrSeXMxuE2SbG,0.000205,7.0,0.166,-6.204,1.0,0.0572,88.976,4.0,https://api.spotify.com/v1/tracks/1PsMieVYFXrSeXMxuE2SbG,1PsMieVYFXrSeXMxuE2SbG,audio_features,spotify:track:1PsMieVYFXrSeXMxuE2SbG,0.363,
0.0544,https://api.spotify.com/v1/audio-analysis/7p0tz5SeCrSxTLSvwR8W3D,0.759,199580.0,0.694,7p0tz5SeCrSxTLSvwR8W3D,0.0,5.0,0.131,-4.075,0.0,0.0418,117.056,4.0,https://api.spotify.com/v1/tracks/7p0tz5SeCrSxTLSvwR8W3D,7p0tz5SeCrSxTLSvwR8W3D,audio_features,spotify:track:7p0tz5SeCrSxTLSvwR8W3D,0.374,
0.0725,https://api.spotify.com/v1/audio-analysis/2qU9ro2FCa4WjFqTg1JFJP,0.805,168933.0,0.496,2qU9ro2FCa4WjFqTg1JFJP,0.016,8.0,0.103,-7.294,1.0,0.103,159.917,4.0,https://api.spotify.com/v1/tracks/2qU9ro2FCa4WjFqTg1JFJP,2qU9ro2FCa4WjFqTg1JFJP,audio_features,spotify:track:2qU9ro2FCa4WjFqTg1JFJP,0.299,
0.101,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,0.831,205427.0,0.502,5ry2OE6R2zPQFDO85XkgRb,0.0,10.0,0.122,-4.045,0.0,0.046,100.541,4.0,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,5ry2OE6R2zPQFDO85XkgRb,audio_features,spotify:track:5ry2OE6R2zPQFDO85XkgRb,0.101,
0.0337,https://api.spotify.com/v1/audio-analysis/3kCwyvhvVTyehIzYN2I0nF,0.646,219507.0,0.899,3kCwyvhvVTyehIzYN2I0nF,0.0,6.0,0.232,-2.232,1.0,0.298,164.119,4.0,https://api.spotify.com/v1/tracks/3kCwyvhvVTyehIzYN2I0nF,3kCwyvhvVTyehIzYN2I0nF,audio_features,spotify:track:3kCwyvhvVTyehIzYN2I0nF,0.685,
0.077,https://api.spotify.com/v1/audio-analysis/56JyMaElW79S7TDWh1Zw1m,0.737,154448.0,0.81,56JyMaElW79S7TDWh1Zw1m,0.0,5.0,0.0523,-6.354,1.0,0.0896,125.005,4.0,https://api.spotify.com/v1/tracks/56JyMaElW79S7TDWh1Zw1m,56JyMaElW79S7TDWh1Zw1m,audio_features,spotify:track:56JyMaElW79S7TDWh1Zw1m,0.387,
0.181,https://api.spotify.com/v1/audio-analysis/07rmSXN6vNoquX1AsWd9pP,0.843,160615.0,0.391,07rmSXN6vNoquX1AsWd9pP,0.0,2.0,0.137,-7.899,1.0,0.0845,129.972,4.0,https://api.spotify.com/v1/tracks/07rmSXN6vNoquX1AsWd9pP,07rmSXN6vNoquX1AsWd9pP,audio_features,spotify:track:07rmSXN6vNoquX1AsWd9pP,0.496,
0.479,https://api.spotify.com/v1/audio-analysis/02itaCXOdC54J0ISjqqFAp,0.733,147840.0,0.859,02itaCXOdC54J0ISjqqFAp,0.0645,9.0,0.105,-5.03,0.0,0.033,124.948,4.0,https://api.spotify.com/v1/tracks/02itaCXOdC54J0ISjqqFAp,02itaCXOdC54J0ISjqqFAp,audio_features,spotify:track:02itaCXOdC54J0ISjqqFAp,0.52,
0.342,https://api.spotify.com/v1/audio-analysis/68poZGRClFTzLdeRz9X0M2,0.703,114893.0,0.594,68poZGRClFTzLdeRz9X0M2,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,4.0,https://api.spotify.com/v1/tracks/68poZGRClFTzLdeRz9X0M2,68poZGRClFTzLdeRz9X0M2,audio_features,spotify:track:68poZGRClFTzLdeRz9X0M2,0.475,
0.0771,https://api.spotify.com/v1/audio-analysis/0qc4QlcCxVTGyShurEv1UU,0.59,174444.0,0.642,0qc4QlcCxVTGyShurEv1UU,0.0,7.0,0.105,-3.87,1.0,0.122,107.356,4.0,https://api.spotify.com/v1/tracks/0qc4QlcCxVTGyShurEv1UU,0qc4QlcCxVTGyShurEv1UU,audio_features,spotify:track:0qc4QlcCxVTGyShurEv1UU,0.651,
0.342,https://api.spotify.com/v1/audio-analysis/6fTt0CH2t0mdeB2N9XFG5r,0.703,114893.0,0.594,6fTt0CH2t0mdeB2N9XFG5r,0.0,5.0,0.123,-6.146,0.0,0.0752,153.848,4.0,https://api.spotify.com/v1/tracks/6fTt0CH2t0mdeB2N9XFG5r,6fTt0CH2t0mdeB2N9XFG5r,audio_features,spotify:track:6fTt0CH2t0mdeB2N9XFG5r,0.475,
0.037,https://api.spotify.com/v1/audio-analysis/0TK2YIli7K1leLovkQiNik,0.759,190960.0,0.54,0TK2YIli7K1leLovkQiNik,0.0,9.0,0.0945,-6.039,0.0,0.0287,116.947,4.0,https://api.spotify.com/v1/tracks/0TK2YIli7K1leLovkQiNik,0TK2YIli7K1leLovkQiNik,audio_features,spotify:track:0TK2YIli7K1leLovkQiNik,0.75,
0.139,https://api.spotify.com/v1/audio-analysis/4ak7xjvBeBOcJGWFDX9w5n,0.706,158707.0,0.679,4ak7xjvBeBOcJGWFDX9w5n,6.98e-05,9.0,0.465,-5.614,1.0,0.0324,140.081,4.0,https://api.spotify.com/v1/tracks/4ak7xjvBeBOcJGWFDX9w5n,4ak7xjvBeBOcJGWFDX9w5n,audio_features,spotify:track:4ak7xjvBeBOcJGWFDX9w5n,0.657,
0.0667,https://api.spotify.com/v1/audio-analysis/4hPpVbbakQNv8YTHYaOJP4,0.659,181824.0,0.623,4hPpVbbakQNv8YTHYaOJP4,0.0,4.0,0.582,-2.253,1.0,0.0451,88.042,4.0,https://api.spotify.com/v1/tracks/4hPpVbbakQNv8YTHYaOJP4,4hPpVbbakQNv8YTHYaOJP4,audio_features,spotify:track:4hPpVbbakQNv8YTHYaOJP4,0.439,
0.128,https://api.spotify.com/v1/audio-analysis/1ZDmxwg7Lywlx68b7SsJjj,0.893,190747.0,0.641,1ZDmxwg7Lywlx68b7SsJjj,8.06e-05,1.0,0.086,-3.051,1.0,0.272,94.017,4.0,https://api.spotify.com/v1/tracks/1ZDmxwg7Lywlx68b7SsJjj,1ZDmxwg7Lywlx68b7SsJjj,audio_features,spotify:track:1ZDmxwg7Lywlx68b7SsJjj,0.771,
0.24,https://api.spotify.com/v1/audio-analysis/5h0Jgt873QtgL6nJRBGfT6,0.525,202391.0,0.774,5h0Jgt873QtgL6nJRBGfT6,1.07e-06,9.0,0.495,-4.532,1.0,0.241,154.192,4.0,https://api.spotify.com/v1/tracks/5h0Jgt873QtgL6nJRBGfT6,5h0Jgt873QtgL6nJRBGfT6,audio_features,spotify:track:5h0Jgt873QtgL6nJRBGfT6,0.526,
0.019,https://api.spotify.com/v1/audio-analysis/1ABQT5SxlUTNapSbSzblGx,0.556,162720.0,0.534,1ABQT5SxlUTNapSbSzblGx,0.00063,0.0,0.0859,-7.75,1.0,0.0332,170.054,4.0,https://api.spotify.com/v1/tracks/1ABQT5SxlUTNapSbSzblGx,1ABQT5SxlUTNapSbSzblGx,audio_features,spotify:track:1ABQT5SxlUTNapSbSzblGx,0.408,
0.138,https://api.spotify.com/v1/audio-analysis/3qIV7Rnj3ZxLs2JcLPUbFV,0.739,141987.0,0.484,3qIV7Rnj3ZxLs2JcLPUbFV,0.0,9.0,0.131,-9.646,1.0,0.226,151.878,4.0,https://api.spotify.com/v1/tracks/3qIV7Rnj3ZxLs2JcLPUbFV,3qIV7Rnj3ZxLs2JcLPUbFV,audio_features,spotify:track:3qIV7Rnj3ZxLs2JcLPUbFV,0.523,
0.0759,https://api.spotify.com/v1/audio-analysis/3fsH9s00dbn9mSgUu7Yi9D,0.676,131707.0,0.511,3fsH9s00dbn9mSgUu7Yi9D,0.0,9.0,0.113,-6.83,0.0,0.0449,120.05,4.0,https://api.spotify.com/v1/tracks/3fsH9s00dbn9mSgUu7Yi9D,3fsH9s00dbn9mSgUu7Yi9D,audio_features,spotify:track:3fsH9s00dbn9mSgUu7Yi9D,0.482,
