artist,genres,popularity,followers,artist_id
Warren Zevon,heartland rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,mellow gold,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,piano rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,roots rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,singer-songwriter,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,soft rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,traditional folk,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Screamin' Jay Hawkins,blues,45,63120,3VBpsrUi2vV7Uj87ONHu7Z
Screamin' Jay Hawkins,traditional blues,45,63120,3VBpsrUi2vV7Uj87ONHu7Z
John Carpenter,classic soundtrack,49,68001,0hxQtmgWiPtEsDPeIuKxXq
John Carpenter,horror synth,49,68001,0hxQtmgWiPtEsDPeIuKxXq
John Carpenter,soundtrack,49,68001,0hxQtmgWiPtEsDPeIuKxXq
Duran Duran,dance rock,72,1560444,0lZoBs4Pzo7R89JM9lxwoT
Duran Duran,new romantic,72,1560444,0lZoBs4Pzo7R89JM9lxwoT
Duran Duran,new wave,72,1560444,0lZoBs4Pzo7R89JM9lxwoT
Duran Duran,new wave pop,72,1560444,0lZoBs4Pzo7R89JM9lxwoT
Duran Duran,rock,72,1560444,0lZoBs4Pzo7R89JM9lxwoT
Duran Duran,synthpop,72,1560444,0lZoBs4Pzo7R89JM9lxwoT
M83,french shoegaze,74,1711493,63MQldklfxkjYDoUE4Tppz
M83,metropopolis,74,1711493,63MQldklfxkjYDoUE4Tppz
M83,neo-synthpop,74,1711493,63MQldklfxkjYDoUE4Tppz
Marilyn Manson,alternative metal,74,2599549,2VYQTNDsvvKN9wmU5W7xpj
Marilyn Manson,industrial,74,2599549,2VYQTNDsvvKN9wmU5W7xpj
Marilyn Manson,industrial metal,74,2599549,2VYQTNDsvvKN9wmU5W7xpj
Marilyn Manson,industrial rock,74,2599549,2VYQTNDsvvKN9wmU5W7xpj
Marilyn Manson,nu metal,74,2599549,2VYQTNDsvvKN9wmU5W7xpj
Marilyn Manson,wrestling,74,2599549,2VYQTNDsvvKN9wmU5W7xpj
The Rolling Stones,album rock,84,8671527,22bE4uQ6baNwSHPVcDxLCe
The Rolling Stones,british invasion,84,8671527,22bE4uQ6baNwSHPVcDxLCe
The Rolling Stones,classic rock,84,8671527,22bE4uQ6baNwSHPVcDxLCe
The Rolling Stones,rock,84,8671527,22bE4uQ6baNwSHPVcDxLCe
Mariah Carey,dance pop,80,5666830,4iHNK0tOyZPYnBU7nGAgpQ
Mariah Carey,pop,80,5666830,4iHNK0tOyZPYnBU7nGAgpQ
Mariah Carey,r&b,80,5666830,4iHNK0tOyZPYnBU7nGAgpQ
Mariah Carey,urban contemporary,80,5666830,4iHNK0tOyZPYnBU7nGAgpQ
Earl Sweatshirt,alternative hip hop,71,1194533,3A5tHz1SfngyOZM2gItYKu
Earl Sweatshirt,escape room,71,1194533,3A5tHz1SfngyOZM2gItYKu
Earl Sweatshirt,experimental hip hop,71,1194533,3A5tHz1SfngyOZM2gItYKu
Earl Sweatshirt,hip hop,71,1194533,3A5tHz1SfngyOZM2gItYKu
Earl Sweatshirt,rap,71,1194533,3A5tHz1SfngyOZM2gItYKu
Earl Sweatshirt,underground hip hop,71,1194533,3A5tHz1SfngyOZM2gItYKu
Ant Saunders,pop,70,59917,4jpsw9CQS439N0B7SecMgf
JP Saxe,canadian contemporary r&b,79,105812,66W9LaWS0DPdL7Sz8iYGYe
JP Saxe,pop,79,105812,66W9LaWS0DPdL7Sz8iYGYe
KAROL G,latin,87,10298716,790FomKkXshlbRYZFtlgla
KAROL G,reggaeton,87,10298716,790FomKkXshlbRYZFtlgla
Brenda Lee,adult standards,56,165760,4cPHsZM98sKzmV26wlwD2W
Brenda Lee,brill building pop,56,165760,4cPHsZM98sKzmV26wlwD2W
Brenda Lee,easy listening,56,165760,4cPHsZM98sKzmV26wlwD2W
Brenda Lee,lounge,56,165760,4cPHsZM98sKzmV26wlwD2W
Brenda Lee,rockabilly,56,165760,4cPHsZM98sKzmV26wlwD2W
Wham!,dance pop,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Wham!,dance rock,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Wham!,disco,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Wham!,europop,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Wham!,new romantic,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Wham!,new wave,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Wham!,new wave pop,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Wham!,soft rock,71,1220854,5lpH0xAS4fVfLkACg9DAuM
Andy Williams,adult standards,62,283612,4sj6D0zlMOl25nprDJBiU9
Andy Williams,brill building pop,62,283612,4sj6D0zlMOl25nprDJBiU9
Andy Williams,easy listening,62,283612,4sj6D0zlMOl25nprDJBiU9
Andy Williams,lounge,62,283612,4sj6D0zlMOl25nprDJBiU9
Andy Williams,mellow gold,62,283612,4sj6D0zlMOl25nprDJBiU9
Andy Williams,vocal jazz,62,283612,4sj6D0zlMOl25nprDJBiU9
Michael Bublé,adult standards,78,3930072,1GxkXlMwML1oSg5eLPiAz3
Michael Bublé,canadian pop,78,3930072,1GxkXlMwML1oSg5eLPiAz3
Michael Bublé,lounge,78,3930072,1GxkXlMwML1oSg5eLPiAz3
Michael Bublé,neo mellow,78,3930072,1GxkXlMwML1oSg5eLPiAz3
Justin Bieber,canadian pop,95,35334147,1uNFoZAHBGtllmzznpCI3s
Justin Bieber,pop,95,35334147,1uNFoZAHBGtllmzznpCI3s
Justin Bieber,post-teen pop,95,35334147,1uNFoZAHBGtllmzznpCI3s
Trevor Daniel,alternative r&b,83,337766,7uaIm6Pw7xplS8Dy06V6pT
Trevor Daniel,melodic rap,83,337766,7uaIm6Pw7xplS8Dy06V6pT
Trevor Daniel,pop rap,83,337766,7uaIm6Pw7xplS8Dy06V6pT
Glass Animals,gauze pop,74,1143856,4yvcSjfu4PC0CYQyLy4wSq
Glass Animals,modern rock,74,1143856,4yvcSjfu4PC0CYQyLy4wSq
Glass Animals,shiver pop,74,1143856,4yvcSjfu4PC0CYQyLy4wSq
Frank Sinatra,adult standards,80,3898869,1Mxqyy3pSjf8kZZL4QVxS0
Frank Sinatra,easy listening,80,3898869,1Mxqyy3pSjf8kZZL4QVxS0
Frank Sinatra,lounge,80,3898869,1Mxqyy3pSjf8kZZL4QVxS0
Rod Wave,florida rap,81,713015,45TgXXqMDdF8BkjA83OM7z
PARTYNEXTDOOR,pop,83,2383328,2HPaUgqeutzr3jx5a9WyDV
PARTYNEXTDOOR,pop rap,83,2383328,2HPaUgqeutzr3jx5a9WyDV
PARTYNEXTDOOR,rap,83,2383328,2HPaUgqeutzr3jx5a9WyDV
PARTYNEXTDOOR,toronto rap,83,2383328,2HPaUgqeutzr3jx5a9WyDV
PARTYNEXTDOOR,trap,83,2383328,2HPaUgqeutzr3jx5a9WyDV
PARTYNEXTDOOR,urban contemporary,83,2383328,2HPaUgqeutzr3jx5a9WyDV
Stormzy,grime,81,1722926,2SrSdSvpminqmStGELCSNd
Stormzy,uk hip hop,81,1722926,2SrSdSvpminqmStGELCSNd
Idina Menzel,hollywood,77,274415,73Np75Wv2tju61Eo9Zw4IR
Idina Menzel,show tunes,77,274415,73Np75Wv2tju61Eo9Zw4IR
Burl Ives,adult standards,46,42907,0MHgLfmQdutffmvWe5XBTN
Burl Ives,american folk revival,46,42907,0MHgLfmQdutffmvWe5XBTN
Baby Keem,hip hop,70,99474,5SXuuuRpukkTvsLuUknva1
Baby Keem,rap,70,99474,5SXuuuRpukkTvsLuUknva1
Baby Keem,trap,70,99474,5SXuuuRpukkTvsLuUknva1
Baby Keem,underground hip hop,70,99474,5SXuuuRpukkTvsLuUknva1
Baby Keem,vapor trap,70,99474,5SXuuuRpukkTvsLuUknva1
Nat King Cole,adult standards,70,1325874,7v4imS0moSyGdXyLgVTIV7
Nat King Cole,lounge,70,1325874,7v4imS0moSyGdXyLgVTIV7
Nat King Cole,soul,70,1325874,7v4imS0moSyGdXyLgVTIV7
Nat King Cole,vocal jazz,70,1325874,7v4imS0moSyGdXyLgVTIV7
Bing Crosby,adult standards,58,294933,6ZjFtWeHP9XN7FeKSUe80S
Bing Crosby,easy listening,58,294933,6ZjFtWeHP9XN7FeKSUe80S
Bing Crosby,lounge,58,294933,6ZjFtWeHP9XN7FeKSUe80S
Bing Crosby,swing,58,294933,6ZjFtWeHP9XN7FeKSUe80S
Bing Crosby,vocal jazz,58,294933,6ZjFtWeHP9XN7FeKSUe80S
Band Aid,musical advocacy,40,16724,35S20clEkkSNUo23ViaslZ
Perry Como,adult standards,60,245630,5v8jlSmAQfrkTjAlpUfWtu
Perry Como,brill building pop,60,245630,5v8jlSmAQfrkTjAlpUfWtu
Perry Como,easy listening,60,245630,5v8jlSmAQfrkTjAlpUfWtu
Perry Como,lounge,60,245630,5v8jlSmAQfrkTjAlpUfWtu
Perry Como,vocal jazz,60,245630,5v8jlSmAQfrkTjAlpUfWtu
Kelly Clarkson,dance pop,79,6536637,3BmGtnKgCSGYIUhmivXKWX
Kelly Clarkson,neo mellow,79,6536637,3BmGtnKgCSGYIUhmivXKWX
Kelly Clarkson,pop,79,6536637,3BmGtnKgCSGYIUhmivXKWX
Kelly Clarkson,pop rock,79,6536637,3BmGtnKgCSGYIUhmivXKWX
Kelly Clarkson,post-teen pop,79,6536637,3BmGtnKgCSGYIUhmivXKWX
Kelly Clarkson,talent show,79,6536637,3BmGtnKgCSGYIUhmivXKWX
Kelly Clarkson,viral pop,79,6536637,3BmGtnKgCSGYIUhmivXKWX
Jonathan Groff,hollywood,71,53886,7KkqUt65v6LMtR369OQ6FB
Jonathan Groff,show tunes,71,53886,7KkqUt65v6LMtR369OQ6FB
Stunna 4 Vegas,southern hip hop,75,293499,44IvvHRk2XF243QLA2VOa8
Stunna 4 Vegas,trap,75,293499,44IvvHRk2XF243QLA2VOa8
José Feliciano,bolero,64,183679,7K78lVZ8XzkjfRSI7570FF
José Feliciano,latin pop,64,183679,7K78lVZ8XzkjfRSI7570FF
José Feliciano,pop romantico,64,183679,7K78lVZ8XzkjfRSI7570FF
José Feliciano,puerto rican pop,64,183679,7K78lVZ8XzkjfRSI7570FF
Paul McCartney,album rock,75,2984016,4STHEaNw4mPZ2tzheohgXB
Paul McCartney,art rock,75,2984016,4STHEaNw4mPZ2tzheohgXB
Paul McCartney,beatlesque,75,2984016,4STHEaNw4mPZ2tzheohgXB
Paul McCartney,classic rock,75,2984016,4STHEaNw4mPZ2tzheohgXB
Paul McCartney,folk rock,75,2984016,4STHEaNw4mPZ2tzheohgXB
Paul McCartney,mellow gold,75,2984016,4STHEaNw4mPZ2tzheohgXB
Paul McCartney,rock,75,2984016,4STHEaNw4mPZ2tzheohgXB
Paul McCartney,soft rock,75,2984016,4STHEaNw4mPZ2tzheohgXB
Elvis Presley,rock-and-roll,81,4277479,43ZHCT0cAZBISjO8DG9PnE
Elvis Presley,rockabilly,81,4277479,43ZHCT0cAZBISjO8DG9PnE
Don Toliver,rap,85,604091,4Gso3d4CscCijv0lmajZWs
Don Toliver,trap,85,604091,4Gso3d4CscCijv0lmajZWs
Chuck Berry,blues rock,69,1136276,293zczrfYafIItmnmM3coR
Chuck Berry,classic rock,69,1136276,293zczrfYafIItmnmM3coR
Chuck Berry,rock,69,1136276,293zczrfYafIItmnmM3coR
Chuck Berry,rock-and-roll,69,1136276,293zczrfYafIItmnmM3coR
Chuck Berry,rockabilly,69,1136276,293zczrfYafIItmnmM3coR
Chuck Berry,soul,69,1136276,293zczrfYafIItmnmM3coR
John Lennon,album rock,74,3451820,4x1nvY2FN8jxqAFA0DA02H
John Lennon,art rock,74,3451820,4x1nvY2FN8jxqAFA0DA02H
John Lennon,beatlesque,74,3451820,4x1nvY2FN8jxqAFA0DA02H
John Lennon,classic rock,74,3451820,4x1nvY2FN8jxqAFA0DA02H
John Lennon,folk rock,74,3451820,4x1nvY2FN8jxqAFA0DA02H
John Lennon,mellow gold,74,3451820,4x1nvY2FN8jxqAFA0DA02H
John Lennon,psychedelic rock,74,3451820,4x1nvY2FN8jxqAFA0DA02H
John Lennon,rock,74,3451820,4x1nvY2FN8jxqAFA0DA02H
Dean Martin,adult standards,70,903787,49e4v89VmlDcFCMyDv9wQ9
Dean Martin,easy listening,70,903787,49e4v89VmlDcFCMyDv9wQ9
Dean Martin,lounge,70,903787,49e4v89VmlDcFCMyDv9wQ9
Dean Martin,vocal jazz,70,903787,49e4v89VmlDcFCMyDv9wQ9
Eartha Kitt,adult standards,50,95850,1AwO9pWEBSBoWdEZu28XDC
Eartha Kitt,lounge,50,95850,1AwO9pWEBSBoWdEZu28XDC
Eartha Kitt,torch song,50,95850,1AwO9pWEBSBoWdEZu28XDC
Eartha Kitt,vocal jazz,50,95850,1AwO9pWEBSBoWdEZu28XDC
Judy Garland,adult standards,54,140099,0hItVPjwJLVZrFqOyIsxPf
Judy Garland,lounge,54,140099,0hItVPjwJLVZrFqOyIsxPf
Judy Garland,torch song,54,140099,0hItVPjwJLVZrFqOyIsxPf
Judy Garland,vocal jazz,54,140099,0hItVPjwJLVZrFqOyIsxPf
The Ronettes,brill building pop,61,138320,7CyeXFnOrfC1N6z4naIpgo
The Ronettes,classic girl group,61,138320,7CyeXFnOrfC1N6z4naIpgo
The Ronettes,motown,61,138320,7CyeXFnOrfC1N6z4naIpgo
The Ronettes,rock-and-roll,61,138320,7CyeXFnOrfC1N6z4naIpgo
The Ronettes,soul,61,138320,7CyeXFnOrfC1N6z4naIpgo
Mykola Dmytrovych Leontovych,post-romantic era,38,1619,6lBN3Tzt61u8i9AJoAhKzF
Mykola Dmytrovych Leontovych,ukrainian classical,38,1619,6lBN3Tzt61u8i9AJoAhKzF
Pentatonix,a cappella,72,2686453,26AHtbjWKiwYzsoGoUZq53
Brett Eldredge,contemporary country,68,1121100,0qSX3s5pJnAlSsgsCne8Cz
Brett Eldredge,country,68,1121100,0qSX3s5pJnAlSsgsCne8Cz
Brett Eldredge,country road,68,1121100,0qSX3s5pJnAlSsgsCne8Cz
Brett Eldredge,modern country rock,68,1121100,0qSX3s5pJnAlSsgsCne8Cz
Gene Autry,adult standards,42,31335,5ixB75BQR3ADoWQkcHQJTs
Gene Autry,cowboy western,42,31335,5ixB75BQR3ADoWQkcHQJTs
Gene Autry,oklahoma country,42,31335,5ixB75BQR3ADoWQkcHQJTs
Gene Autry,traditional country,42,31335,5ixB75BQR3ADoWQkcHQJTs
Gene Autry,yodeling,42,31335,5ixB75BQR3ADoWQkcHQJTs
Kristen Bell,disney,72,49029,2kHxkdiKCSnHMkhIgFBZaI
Kristen Bell,movie tunes,72,49029,2kHxkdiKCSnHMkhIgFBZaI
Josh Gad,hollywood,70,16839,4dSQICBjdUIp5iK6RRU2bY
Josh Gad,movie tunes,70,16839,4dSQICBjdUIp5iK6RRU2bY
Josh Gad,show tunes,70,16839,4dSQICBjdUIp5iK6RRU2bY
Carpenters,adult standards,71,1369152,1eEfMU2AhEo7XnKgL7c304
Carpenters,folk,71,1369152,1eEfMU2AhEo7XnKgL7c304
Carpenters,mellow gold,71,1369152,1eEfMU2AhEo7XnKgL7c304
Carpenters,soft rock,71,1369152,1eEfMU2AhEo7XnKgL7c304
The Beach Boys,baroque pop,78,2636348,3oDbviiivRWhXwIE8hxkVV
The Beach Boys,brill building pop,78,2636348,3oDbviiivRWhXwIE8hxkVV
The Beach Boys,classic rock,78,2636348,3oDbviiivRWhXwIE8hxkVV
The Beach Boys,folk rock,78,2636348,3oDbviiivRWhXwIE8hxkVV
The Beach Boys,psychedelic rock,78,2636348,3oDbviiivRWhXwIE8hxkVV
The Beach Boys,rock,78,2636348,3oDbviiivRWhXwIE8hxkVV
The Beach Boys,sunshine pop,78,2636348,3oDbviiivRWhXwIE8hxkVV
Thurl Ravenscroft,movie tunes,47,2471,5Gejwv3xz2DpLcxVpMD6hL
Conan Gray,bedroom pop,80,1138835,4Uc8Dsxct0oMqx0P6i60ea
Conan Gray,indie pop,80,1138835,4Uc8Dsxct0oMqx0P6i60ea
Conan Gray,pop,80,1138835,4Uc8Dsxct0oMqx0P6i60ea
Darlene Love,brill building pop,46,30935,391oLRVmoTkumiN79HkTWu
*NSYNC,boy band,72,1272398,6Ff53KvcvAj5U7Z1vojB5o
*NSYNC,dance pop,72,1272398,6Ff53KvcvAj5U7Z1vojB5o
*NSYNC,europop,72,1272398,6Ff53KvcvAj5U7Z1vojB5o
*NSYNC,pop,72,1272398,6Ff53KvcvAj5U7Z1vojB5o
Lil Yachty,atl hip hop,86,6230962,6icQOAFXDZKsumw3YXyusw
Lil Yachty,hip hop,86,6230962,6icQOAFXDZKsumw3YXyusw
Lil Yachty,melodic rap,86,6230962,6icQOAFXDZKsumw3YXyusw
Lil Yachty,pop rap,86,6230962,6icQOAFXDZKsumw3YXyusw
Lil Yachty,rap,86,6230962,6icQOAFXDZKsumw3YXyusw
Lil Yachty,southern hip hop,86,6230962,6icQOAFXDZKsumw3YXyusw
Lil Yachty,trap,86,6230962,6icQOAFXDZKsumw3YXyusw
The Jackson 5,motown,71,957107,2iE18Oxc8YSumAU232n4rW
Smokepurpp,melodic rap,75,1941401,21dooacK2WGBB5amYvKyfM
Smokepurpp,meme rap,75,1941401,21dooacK2WGBB5amYvKyfM
Smokepurpp,miami hip hop,75,1941401,21dooacK2WGBB5amYvKyfM
Smokepurpp,rap,75,1941401,21dooacK2WGBB5amYvKyfM
Smokepurpp,trap,75,1941401,21dooacK2WGBB5amYvKyfM
Smokepurpp,underground hip hop,75,1941401,21dooacK2WGBB5amYvKyfM
Smokepurpp,vapor trap,75,1941401,21dooacK2WGBB5amYvKyfM
Donny Hathaway,chicago soul,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,classic soul,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,funk,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,motown,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,neo soul,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,quiet storm,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,soul,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,southern soul,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Donny Hathaway,vocal jazz,65,332848,0HU0U9kdXEHZVxUNbuQe8S
Vince Guaraldi Trio,adult standards,51,79967,4ytkhMSAnrDP8XzRNlw9FS
Vince Guaraldi Trio,christmas instrumental,51,79967,4ytkhMSAnrDP8XzRNlw9FS
Vince Guaraldi Trio,jazz trio,51,79967,4ytkhMSAnrDP8XzRNlw9FS
TOKYO’S REVENGE,meme rap,69,122418,5TbLOwv8BNnik3f03NZJlt
TOKYO’S REVENGE,vapor trap,69,122418,5TbLOwv8BNnik3f03NZJlt
Gwen Stefani,dance pop,76,3885910,4yiQZ8tQPux8cPriYMWUFP
Gwen Stefani,europop,76,3885910,4yiQZ8tQPux8cPriYMWUFP
Gwen Stefani,hip pop,76,3885910,4yiQZ8tQPux8cPriYMWUFP
Gwen Stefani,pop,76,3885910,4yiQZ8tQPux8cPriYMWUFP
Gwen Stefani,pop rock,76,3885910,4yiQZ8tQPux8cPriYMWUFP
Gwen Stefani,post-teen pop,76,3885910,4yiQZ8tQPux8cPriYMWUFP
Gwen Stefani,urban contemporary,76,3885910,4yiQZ8tQPux8cPriYMWUFP
Ella Fitzgerald,adult standards,72,1594152,5V0MlUE1Bft0mbLlND7FJz
Ella Fitzgerald,jazz blues,72,1594152,5V0MlUE1Bft0mbLlND7FJz
Ella Fitzgerald,swing,72,1594152,5V0MlUE1Bft0mbLlND7FJz
Ella Fitzgerald,vocal jazz,72,1594152,5V0MlUE1Bft0mbLlND7FJz
Meghan Trainor,dance pop,81,9085945,6JL8zeS1NmiOftqZTRgdTz
Meghan Trainor,hip pop,81,9085945,6JL8zeS1NmiOftqZTRgdTz
Meghan Trainor,pop,81,9085945,6JL8zeS1NmiOftqZTRgdTz
Meghan Trainor,post-teen pop,81,9085945,6JL8zeS1NmiOftqZTRgdTz
The Pogues,celtic,60,313504,2wzMOQwNT6ZvVB4amvhFAH
The Pogues,celtic punk,60,313504,2wzMOQwNT6ZvVB4amvhFAH
The Pogues,celtic rock,60,313504,2wzMOQwNT6ZvVB4amvhFAH
The Pogues,folk punk,60,313504,2wzMOQwNT6ZvVB4amvhFAH
The Pogues,irish folk,60,313504,2wzMOQwNT6ZvVB4amvhFAH
The Pogues,punk,60,313504,2wzMOQwNT6ZvVB4amvhFAH
Britney Spears,dance pop,82,7374832,26dSoYclwsYLMAKD3tpOr4
Britney Spears,pop,82,7374832,26dSoYclwsYLMAKD3tpOr4
Britney Spears,pop rap,82,7374832,26dSoYclwsYLMAKD3tpOr4
Britney Spears,post-teen pop,82,7374832,26dSoYclwsYLMAKD3tpOr4
Tony Bennett,adult standards,66,532562,2lolQgalUvZDfp5vvVtTYV
Tony Bennett,easy listening,66,532562,2lolQgalUvZDfp5vvVtTYV
Tony Bennett,lounge,66,532562,2lolQgalUvZDfp5vvVtTYV
Tony Bennett,vocal jazz,66,532562,2lolQgalUvZDfp5vvVtTYV
Leona Lewis,british soul,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,dance pop,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,europop,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,neo mellow,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,pop,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,post-teen pop,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,talent show,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,uk pop,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Leona Lewis,urban contemporary,73,2300765,5lKZWd6HiSCLfnDGrq9RAm
Chris Rea,album rock,61,423585,5KEG7G8LDYlHgFDqZyEEs2
Chris Rea,art rock,61,423585,5KEG7G8LDYlHgFDqZyEEs2
Chris Rea,blues rock,61,423585,5KEG7G8LDYlHgFDqZyEEs2
Chris Rea,classic rock,61,423585,5KEG7G8LDYlHgFDqZyEEs2
Chris Rea,mellow gold,61,423585,5KEG7G8LDYlHgFDqZyEEs2
Chris Rea,new wave pop,61,423585,5KEG7G8LDYlHgFDqZyEEs2
Chris Rea,soft rock,61,423585,5KEG7G8LDYlHgFDqZyEEs2
Kylie Minogue,australian dance,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,australian pop,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,dance pop,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,disco house,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,electropop,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,eurodance,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,europop,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,new wave pop,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,pop,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kylie Minogue,pop rock,71,1010098,4RVnAU35WRWra6OZ3CbbMA
Kay Starr,adult standards,42,26982,7rpf45DdbpweG51Acze45i
Kay Starr,big band,42,26982,7rpf45DdbpweG51Acze45i
Kay Starr,deep adult standards,42,26982,7rpf45DdbpweG51Acze45i
Kay Starr,easy listening,42,26982,7rpf45DdbpweG51Acze45i
Kay Starr,lounge,42,26982,7rpf45DdbpweG51Acze45i
Kay Starr,swing,42,26982,7rpf45DdbpweG51Acze45i
Kay Starr,torch song,42,26982,7rpf45DdbpweG51Acze45i
Kay Starr,vocal jazz,42,26982,7rpf45DdbpweG51Acze45i
Nat King Cole Trio,adult standards,44,93130,3OpnoUqoRIHWbsFs4Nw0NQ
Nat King Cole Trio,lounge,44,93130,3OpnoUqoRIHWbsFs4Nw0NQ
Nat King Cole Trio,swing,44,93130,3OpnoUqoRIHWbsFs4Nw0NQ
Nat King Cole Trio,vocal jazz,44,93130,3OpnoUqoRIHWbsFs4Nw0NQ
Shakin' Stevens,new wave pop,53,78795,0wi4yTYlGtEnbGo4ltZTib
Shakin' Stevens,rock-and-roll,53,78795,0wi4yTYlGtEnbGo4ltZTib
Shakin' Stevens,rockabilly,53,78795,0wi4yTYlGtEnbGo4ltZTib
Christina Aguilera,dance pop,81,5167376,1l7ZsJRRS8wlW3WfJfPfNS
Christina Aguilera,europop,81,5167376,1l7ZsJRRS8wlW3WfJfPfNS
Christina Aguilera,pop,81,5167376,1l7ZsJRRS8wlW3WfJfPfNS
Christina Aguilera,pop rap,81,5167376,1l7ZsJRRS8wlW3WfJfPfNS
Christina Aguilera,post-teen pop,81,5167376,1l7ZsJRRS8wlW3WfJfPfNS
Lou Monte,novelty,39,5568,7dbKeVkihtOifdiu7f3rUg
Peggy Lee,adult standards,60,242257,602DnpaSXJB4b9DZrvxbDc
Peggy Lee,lounge,60,242257,602DnpaSXJB4b9DZrvxbDc
Peggy Lee,soul,60,242257,602DnpaSXJB4b9DZrvxbDc
Peggy Lee,swing,60,242257,602DnpaSXJB4b9DZrvxbDc
Peggy Lee,torch song,60,242257,602DnpaSXJB4b9DZrvxbDc
Peggy Lee,vocal jazz,60,242257,602DnpaSXJB4b9DZrvxbDc
John Denver,adult standards,74,994338,7EK1bQADBoqbYXnT4Cqv9w
John Denver,classic country pop,74,994338,7EK1bQADBoqbYXnT4Cqv9w
John Denver,folk,74,994338,7EK1bQADBoqbYXnT4Cqv9w
John Denver,folk rock,74,994338,7EK1bQADBoqbYXnT4Cqv9w
John Denver,mellow gold,74,994338,7EK1bQADBoqbYXnT4Cqv9w
John Denver,soft rock,74,994338,7EK1bQADBoqbYXnT4Cqv9w
The Platters,adult standards,63,406974,6KWcxMWVNVIYbdOQyJtsSy
The Platters,brill building pop,63,406974,6KWcxMWVNVIYbdOQyJtsSy
The Platters,doo-wop,63,406974,6KWcxMWVNVIYbdOQyJtsSy
The Platters,lounge,63,406974,6KWcxMWVNVIYbdOQyJtsSy
The Platters,rock-and-roll,63,406974,6KWcxMWVNVIYbdOQyJtsSy
The Platters,rockabilly,63,406974,6KWcxMWVNVIYbdOQyJtsSy
Joni Mitchell,canadian folk,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,canadian singer-songwriter,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,folk,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,folk rock,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,lilith,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,mellow gold,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,pop rock,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,rock,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,roots rock,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,singer-songwriter,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Joni Mitchell,traditional folk,70,781084,5hW4L92KnC6dX9t7tYM4Ve
Céline Dion,canadian pop,78,3745831,4S9EykWXhStSc15wEx8QFK
