artist,genres,popularity,followers,artist_id
Lynyrd Skynyrd,rock,77,2788111,4MVyzYMgTwdP7Z49wAZHx0
Lynyrd Skynyrd,southern rock,77,2788111,4MVyzYMgTwdP7Z49wAZHx0
Toby Keith,contemporary country,73,1265996,2bA6fzP0lMAQ4kz6CF61w8
Toby Keith,country,73,1265996,2bA6fzP0lMAQ4kz6CF61w8
Toby Keith,country road,73,1265996,2bA6fzP0lMAQ4kz6CF61w8
Toby Keith,oklahoma country,73,1265996,2bA6fzP0lMAQ4kz6CF61w8
Zac Brown Band,contemporary country,78,2165706,6yJCxee7QumYr820xdIsjo
Zac Brown Band,country,78,2165706,6yJCxee7QumYr820xdIsjo
Zac Brown Band,country road,78,2165706,6yJCxee7QumYr820xdIsjo
Zac Brown Band,modern country rock,78,2165706,6yJCxee7QumYr820xdIsjo
Don McLean,adult standards,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Don McLean,classic rock,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Don McLean,folk,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Don McLean,folk rock,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Don McLean,mellow gold,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Don McLean,singer-songwriter,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Don McLean,soft rock,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Don McLean,traditional folk,69,478183,1gRNBaI4yn6wCCTvRhGWh8
Tom Petty and the Heartbreakers,album rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,classic rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,country rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,folk rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,hard rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,heartland rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,mellow gold,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,pop rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,psychedelic rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,roots rock,73,1413088,4tX2TplrkIP4v05BNC903e
Tom Petty and the Heartbreakers,soft rock,73,1413088,4tX2TplrkIP4v05BNC903e
Creedence Clearwater Revival,album rock,81,3505241,3IYUhFvPQItj6xySrBmZkd
Creedence Clearwater Revival,classic rock,81,3505241,3IYUhFvPQItj6xySrBmZkd
Creedence Clearwater Revival,country rock,81,3505241,3IYUhFvPQItj6xySrBmZkd
Creedence Clearwater Revival,rock,81,3505241,3IYUhFvPQItj6xySrBmZkd
Creedence Clearwater Revival,roots rock,81,3505241,3IYUhFvPQItj6xySrBmZkd
Creedence Clearwater Revival,southern rock,81,3505241,3IYUhFvPQItj6xySrBmZkd
Creedence Clearwater Revival,swamp rock,81,3505241,3IYUhFvPQItj6xySrBmZkd
"Earth, Wind & Fire",disco,76,2376201,4QQgXkCYTt3BlENzhyNETg
"Earth, Wind & Fire",funk,76,2376201,4QQgXkCYTt3BlENzhyNETg
"Earth, Wind & Fire",jazz funk,76,2376201,4QQgXkCYTt3BlENzhyNETg
"Earth, Wind & Fire",motown,76,2376201,4QQgXkCYTt3BlENzhyNETg
"Earth, Wind & Fire",quiet storm,76,2376201,4QQgXkCYTt3BlENzhyNETg
"Earth, Wind & Fire",soul,76,2376201,4QQgXkCYTt3BlENzhyNETg
Van Morrison,classic rock,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Van Morrison,folk,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Van Morrison,folk rock,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Van Morrison,mellow gold,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Van Morrison,rock,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Van Morrison,roots rock,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Van Morrison,singer-songwriter,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Van Morrison,soft rock,78,1642034,44NX2ffIYHr6D4n7RaZF7A
Tom Petty,album rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,classic rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,country rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,folk rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,heartland rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,mellow gold,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,pop rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,roots rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,singer-songwriter,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Tom Petty,soft rock,74,1263610,2UZMlIwnkgAEDBsw1Rejkn
Saweetie,cali rap,74,578745,6cK3NBO6uP7hh0oyuVELFl
Saweetie,pop,74,578745,6cK3NBO6uP7hh0oyuVELFl
Saweetie,pop rap,74,578745,6cK3NBO6uP7hh0oyuVELFl
Saweetie,post-teen pop,74,578745,6cK3NBO6uP7hh0oyuVELFl
Saweetie,trap queen,74,578745,6cK3NBO6uP7hh0oyuVELFl
John Mellencamp,album rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,classic rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,country rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,folk rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,heartland rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,mellow gold,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,pop rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,singer-songwriter,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
John Mellencamp,soft rock,71,831613,3lPQ2Fk5JOwGWAF3ORFCqH
Jaden,hip hop,77,1125507,0xOeVMOz2fVg5BJY3N6akT
Jaden,pop,77,1125507,0xOeVMOz2fVg5BJY3N6akT
Jaden,rap,77,1125507,0xOeVMOz2fVg5BJY3N6akT
Ambjaay,cali rap,61,36500,3BbPRvYQ0M9SFmhkHXozLm
iann dior,melodic rap,81,572137,6ASri4ePR7RlsvIQgWPJpS
iann dior,pop rap,81,572137,6ASri4ePR7RlsvIQgWPJpS
Quality Control,hip hop,74,588381,6i392l38cR3uBPF0DbNs7S
Quality Control,melodic rap,74,588381,6i392l38cR3uBPF0DbNs7S
Quality Control,pop rap,74,588381,6i392l38cR3uBPF0DbNs7S
Quality Control,rap,74,588381,6i392l38cR3uBPF0DbNs7S
Quality Control,southern hip hop,74,588381,6i392l38cR3uBPF0DbNs7S
Quality Control,trap,74,588381,6i392l38cR3uBPF0DbNs7S
Blue Ivy,pop,58,7234,3XV0lFzNs8BCTwhJTcMiBr
Oliver Tree,alternative hip hop,77,756673,6TLwD7HPWuiOzvXEa3oCNe
Big Sean,detroit hip hop,84,7343940,0c173mlxpT3dSFRgMO8XPh
Big Sean,hip hop,84,7343940,0c173mlxpT3dSFRgMO8XPh
Big Sean,pop,84,7343940,0c173mlxpT3dSFRgMO8XPh
Big Sean,pop rap,84,7343940,0c173mlxpT3dSFRgMO8XPh
Big Sean,rap,84,7343940,0c173mlxpT3dSFRgMO8XPh
Big Sean,southern hip hop,84,7343940,0c173mlxpT3dSFRgMO8XPh
Big Sean,trap,84,7343940,0c173mlxpT3dSFRgMO8XPh
Rick Ross,dirty south rap,84,4002711,1sBkRIssrMs1AbVkOJbc7a
Rick Ross,gangster rap,84,4002711,1sBkRIssrMs1AbVkOJbc7a
Rick Ross,hip hop,84,4002711,1sBkRIssrMs1AbVkOJbc7a
Rick Ross,pop rap,84,4002711,1sBkRIssrMs1AbVkOJbc7a
Rick Ross,rap,84,4002711,1sBkRIssrMs1AbVkOJbc7a
Rick Ross,southern hip hop,84,4002711,1sBkRIssrMs1AbVkOJbc7a
Rick Ross,trap,84,4002711,1sBkRIssrMs1AbVkOJbc7a
Bryson Tiller,pop,81,4104992,2EMAnMvWE2eb56ToJVfCWs
Bryson Tiller,pop rap,81,4104992,2EMAnMvWE2eb56ToJVfCWs
Bryson Tiller,rap,81,4104992,2EMAnMvWE2eb56ToJVfCWs
Bryson Tiller,trap,81,4104992,2EMAnMvWE2eb56ToJVfCWs
Majid Jordan,alternative r&b,70,504447,4HzKw8XcD0piJmDrrPRCYk
Majid Jordan,pop,70,504447,4HzKw8XcD0piJmDrrPRCYk
Majid Jordan,trap soul,70,504447,4HzKw8XcD0piJmDrrPRCYk
Rich Brian,indonesian hip hop,75,1485984,2IDLDx25HU1nQMKde4n61a
Kelsea Ballerini,contemporary country,77,778232,3RqBeV12Tt7A8xH3zBDDUF
Kelsea Ballerini,pop,77,778232,3RqBeV12Tt7A8xH3zBDDUF
Tones And I,australian pop,86,1364831,2NjfBq1NflQcKSeiDooVjY
Gryffin,dance pop,80,529986,2ZRQcIgzPCVaT9XKhXZIzh
Gryffin,edm,80,529986,2ZRQcIgzPCVaT9XKhXZIzh
Gryffin,electro house,80,529986,2ZRQcIgzPCVaT9XKhXZIzh
Gryffin,pop,80,529986,2ZRQcIgzPCVaT9XKhXZIzh
Gryffin,tropical house,80,529986,2ZRQcIgzPCVaT9XKhXZIzh
BROCKHAMPTON,boy band,81,1440198,1Bl6wpkWCQ4KVgnASpvzzA
BROCKHAMPTON,hip hop,81,1440198,1Bl6wpkWCQ4KVgnASpvzzA
BROCKHAMPTON,pop,81,1440198,1Bl6wpkWCQ4KVgnASpvzzA
BROCKHAMPTON,rap,81,1440198,1Bl6wpkWCQ4KVgnASpvzzA
Lil Durk,chicago drill,82,1578104,3hcs9uc56yIGFCSy9leWe7
Lil Durk,chicago rap,82,1578104,3hcs9uc56yIGFCSy9leWe7
Lil Durk,drill,82,1578104,3hcs9uc56yIGFCSy9leWe7
Lil Durk,hip hop,82,1578104,3hcs9uc56yIGFCSy9leWe7
Lil Durk,rap,82,1578104,3hcs9uc56yIGFCSy9leWe7
Lil Durk,southern hip hop,82,1578104,3hcs9uc56yIGFCSy9leWe7
Lil Durk,trap,82,1578104,3hcs9uc56yIGFCSy9leWe7
TOOL,alternative metal,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,alternative rock,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,art rock,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,nu metal,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,post-grunge,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,post-metal,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,progressive metal,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,progressive rock,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
TOOL,rock,75,1425154,2yEwvVSSSUkcLeSTNyHKh8
Clairo,bedroom pop,80,1211067,3l0CmX0FuQjFxr8SK7Vqag
Clairo,boston indie,80,1211067,3l0CmX0FuQjFxr8SK7Vqag
Clairo,indie pop,80,1211067,3l0CmX0FuQjFxr8SK7Vqag
HAIM,dance pop,72,910171,4Ui2kfOqGujY81UcPrb5KE
HAIM,indie pop,72,910171,4Ui2kfOqGujY81UcPrb5KE
HAIM,indietronica,72,910171,4Ui2kfOqGujY81UcPrb5KE
HAIM,metropopolis,72,910171,4Ui2kfOqGujY81UcPrb5KE
HAIM,pop,72,910171,4Ui2kfOqGujY81UcPrb5KE
HAIM,pop rock,72,910171,4Ui2kfOqGujY81UcPrb5KE
HAIM,rock,72,910171,4Ui2kfOqGujY81UcPrb5KE
Tyler Childers,kentucky indie,76,445642,13ZEDW6vyBF12HYcZRr4EV
Tyler Childers,outlaw country,76,445642,13ZEDW6vyBF12HYcZRr4EV
Labrinth,pop,81,1130952,2feDdbD5araYcm6JhFHHw7
Backstreet Boys,boy band,80,3219210,5rSXSAkZ67PYJSvpUpkOr7
Backstreet Boys,dance pop,80,3219210,5rSXSAkZ67PYJSvpUpkOr7
Backstreet Boys,europop,80,3219210,5rSXSAkZ67PYJSvpUpkOr7
Backstreet Boys,pop,80,3219210,5rSXSAkZ67PYJSvpUpkOr7
SiR,alternative r&b,73,332237,3QTDHixorJelOLxoxcjqGx
SiR,hip hop,73,332237,3QTDHixorJelOLxoxcjqGx
SiR,indie soul,73,332237,3QTDHixorJelOLxoxcjqGx
SiR,la pop,73,332237,3QTDHixorJelOLxoxcjqGx
SiR,rap,73,332237,3QTDHixorJelOLxoxcjqGx
Lil Tjay,melodic rap,86,1400915,6jGMq4yGs7aQzuGsMgVgZR
Lil Tjay,nyc rap,86,1400915,6jGMq4yGs7aQzuGsMgVgZR
Swae Lee,trap,85,724878,1zNqQNIdeOUZHb8zbZRFMX
Normani,dance pop,78,863865,2cWZOOzeOm4WmBJRnD5R7I
Normani,pop,78,863865,2cWZOOzeOm4WmBJRnD5R7I
Normani,post-teen pop,78,863865,2cWZOOzeOm4WmBJRnD5R7I
Normani,r&b,78,863865,2cWZOOzeOm4WmBJRnD5R7I
Diplo,bmore,87,2253418,5fMUXHkw8R8eOP2RNVYEZX
Diplo,edm,87,2253418,5fMUXHkw8R8eOP2RNVYEZX
Diplo,electropop,87,2253418,5fMUXHkw8R8eOP2RNVYEZX
Diplo,moombahton,87,2253418,5fMUXHkw8R8eOP2RNVYEZX
Diplo,ninja,87,2253418,5fMUXHkw8R8eOP2RNVYEZX
Diplo,pop,87,2253418,5fMUXHkw8R8eOP2RNVYEZX
Doja Cat,la indie,91,2227632,5cj0lLjcoR7YOSnhnX0Po5
Doja Cat,pop,91,2227632,5cj0lLjcoR7YOSnhnX0Po5
Jorja Smith,pop,79,1469050,1CoZyIx7UvdxT5c8UkMzHd
Jorja Smith,uk contemporary r&b,79,1469050,1CoZyIx7UvdxT5c8UkMzHd
Charlie Puth,dance pop,84,10486714,6VuMaDnrHyPL1p4EHjYLi7
Charlie Puth,pop,84,10486714,6VuMaDnrHyPL1p4EHjYLi7
Charlie Puth,post-teen pop,84,10486714,6VuMaDnrHyPL1p4EHjYLi7
Charlie Puth,viral pop,84,10486714,6VuMaDnrHyPL1p4EHjYLi7
Tainy,latin,80,94519,0GM7qgcRCORpGnfcN2tCiB
Tainy,latin hip hop,80,94519,0GM7qgcRCORpGnfcN2tCiB
Tainy,pop reggaeton,80,94519,0GM7qgcRCORpGnfcN2tCiB
Tainy,reggaeton,80,94519,0GM7qgcRCORpGnfcN2tCiB
Tainy,reggaeton flow,80,94519,0GM7qgcRCORpGnfcN2tCiB
Tainy,tropical,80,94519,0GM7qgcRCORpGnfcN2tCiB
The 1975,indie pop,85,4101752,3mIj9lX2MWuHmhNCA7LSCW
The 1975,modern alternative rock,85,4101752,3mIj9lX2MWuHmhNCA7LSCW
The 1975,modern rock,85,4101752,3mIj9lX2MWuHmhNCA7LSCW
The 1975,nu gaze,85,4101752,3mIj9lX2MWuHmhNCA7LSCW
The 1975,pop,85,4101752,3mIj9lX2MWuHmhNCA7LSCW
The 1975,rock,85,4101752,3mIj9lX2MWuHmhNCA7LSCW
Vince Staples,conscious hip hop,73,1105510,68kEuyFKyqrdQQLLsmiatm
Vince Staples,escape room,73,1105510,68kEuyFKyqrdQQLLsmiatm
Vince Staples,hip hop,73,1105510,68kEuyFKyqrdQQLLsmiatm
Vince Staples,rap,73,1105510,68kEuyFKyqrdQQLLsmiatm
Vince Staples,southern hip hop,73,1105510,68kEuyFKyqrdQQLLsmiatm
Vince Staples,underground hip hop,73,1105510,68kEuyFKyqrdQQLLsmiatm
Missy Elliott,dance pop,76,1341288,2wIVse2owClT7go1WT98tk
Missy Elliott,hip hop,76,1341288,2wIVse2owClT7go1WT98tk
Missy Elliott,hip pop,76,1341288,2wIVse2owClT7go1WT98tk
Missy Elliott,pop,76,1341288,2wIVse2owClT7go1WT98tk
Missy Elliott,pop rap,76,1341288,2wIVse2owClT7go1WT98tk
Missy Elliott,r&b,76,1341288,2wIVse2owClT7go1WT98tk
Missy Elliott,urban contemporary,76,1341288,2wIVse2owClT7go1WT98tk
Pusha T,gangster rap,74,1644620,0ONHkAv9pCAFxb0zJwDNTy
Pusha T,hip hop,74,1644620,0ONHkAv9pCAFxb0zJwDNTy
Pusha T,pop rap,74,1644620,0ONHkAv9pCAFxb0zJwDNTy
Pusha T,rap,74,1644620,0ONHkAv9pCAFxb0zJwDNTy
Pusha T,southern hip hop,74,1644620,0ONHkAv9pCAFxb0zJwDNTy
Pusha T,trap,74,1644620,0ONHkAv9pCAFxb0zJwDNTy
Pusha T,underground hip hop,74,1644620,0ONHkAv9pCAFxb0zJwDNTy
Melanie Martinez,pop,85,6853801,63yrD80RY3RNEM2YDpUpO8
Grimes,art pop,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,canadian electropop,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,chillwave,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,dance pop,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,electropop,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,escape room,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,grave wave,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,indietronica,73,1085900,053q0ukIDRgzwTr4vNSwab
Grimes,metropopolis,73,1085900,053q0ukIDRgzwTr4vNSwab
FKA twigs,afrofuturism,66,672303,6nB0iY1cjSY1KyhYyuIIKH
FKA twigs,art pop,66,672303,6nB0iY1cjSY1KyhYyuIIKH
FKA twigs,dance pop,66,672303,6nB0iY1cjSY1KyhYyuIIKH
FKA twigs,electropop,66,672303,6nB0iY1cjSY1KyhYyuIIKH
FKA twigs,escape room,66,672303,6nB0iY1cjSY1KyhYyuIIKH
FKA twigs,indie r&b,66,672303,6nB0iY1cjSY1KyhYyuIIKH
FKA twigs,trip hop,66,672303,6nB0iY1cjSY1KyhYyuIIKH
Rex Orange County,bedroom pop,81,2131263,7pbDxGE6nQSZVfiFdq9lOL
Rex Orange County,indie r&b,81,2131263,7pbDxGE6nQSZVfiFdq9lOL
Rex Orange County,pop,81,2131263,7pbDxGE6nQSZVfiFdq9lOL
24kGoldn,cali rap,79,219352,6fWVd57NKTalqvmjRd2t8Z
24kGoldn,pop rap,79,219352,6fWVd57NKTalqvmjRd2t8Z
Regard,pop edm,81,68757,4ofCBoyEiGSePFAG500xev
Gang Starr,alternative hip hop,67,571890,5cMgGlA1xGyeAB2ctYlRdZ
Gang Starr,conscious hip hop,67,571890,5cMgGlA1xGyeAB2ctYlRdZ
Gang Starr,east coast hip hop,67,571890,5cMgGlA1xGyeAB2ctYlRdZ
Gang Starr,gangster rap,67,571890,5cMgGlA1xGyeAB2ctYlRdZ
Gang Starr,hardcore hip hop,67,571890,5cMgGlA1xGyeAB2ctYlRdZ
Gang Starr,hip hop,67,571890,5cMgGlA1xGyeAB2ctYlRdZ
Gang Starr,rap,67,571890,5cMgGlA1xGyeAB2ctYlRdZ
Liam Payne,dance pop,78,5586411,5pUo3fmmHT8bhCyHE52hA6
Liam Payne,edm,78,5586411,5pUo3fmmHT8bhCyHE52hA6
Liam Payne,pop,78,5586411,5pUo3fmmHT8bhCyHE52hA6
Liam Payne,post-teen pop,78,5586411,5pUo3fmmHT8bhCyHE52hA6
Liam Payne,tropical house,78,5586411,5pUo3fmmHT8bhCyHE52hA6
TWICE,k-pop,84,5534051,7n2Ycct7Beij7Dj7meI4X0
TWICE,k-pop girl group,84,5534051,7n2Ycct7Beij7Dj7meI4X0
Kevin Gates,baton rouge rap,80,3320925,1gPhS1zisyXr5dHTYZyiMe
Kevin Gates,rap,80,3320925,1gPhS1zisyXr5dHTYZyiMe
Kevin Gates,southern hip hop,80,3320925,1gPhS1zisyXr5dHTYZyiMe
Kevin Gates,trap,80,3320925,1gPhS1zisyXr5dHTYZyiMe
j-hope,k-pop,67,3292339,0b1sIQumIAsNbqAoIClSpy
j-hope,k-rap,67,3292339,0b1sIQumIAsNbqAoIClSpy
Young M.A,hip hop,73,953623,7LvoDJUNGnOrPdGRzVtOJ9
Young M.A,lgbtq+ hip hop,73,953623,7LvoDJUNGnOrPdGRzVtOJ9
Young M.A,nyc rap,73,953623,7LvoDJUNGnOrPdGRzVtOJ9
Young M.A,pop rap,73,953623,7LvoDJUNGnOrPdGRzVtOJ9
Young M.A,rap,73,953623,7LvoDJUNGnOrPdGRzVtOJ9
Young M.A,trap,73,953623,7LvoDJUNGnOrPdGRzVtOJ9
Ashnikko,escape room,69,223612,3PyJHH2wyfQK3WZrk9rpmP
Ashnikko,pop,69,223612,3PyJHH2wyfQK3WZrk9rpmP
Niall Horan,dance pop,83,5271419,1Hsdzj7Dlq2I7tHP7501T4
Niall Horan,pop,83,5271419,1Hsdzj7Dlq2I7tHP7501T4
Niall Horan,pop rock,83,5271419,1Hsdzj7Dlq2I7tHP7501T4
Niall Horan,post-teen pop,83,5271419,1Hsdzj7Dlq2I7tHP7501T4
Dermot Kennedy,folk-pop,76,637199,5KNNVgR6LBIABRIomyCwKJ
Dermot Kennedy,irish pop,76,637199,5KNNVgR6LBIABRIomyCwKJ
Dermot Kennedy,pop,76,637199,5KNNVgR6LBIABRIomyCwKJ
Old Dominion,contemporary country,76,785042,6y8XlgIV8BLlIg1tT1R10i
Old Dominion,country road,76,785042,6y8XlgIV8BLlIg1tT1R10i
Harry Styles,pop,91,7512036,6KImCVD70vtIoJWnq6nGn3
Harry Styles,post-teen pop,91,7512036,6KImCVD70vtIoJWnq6nGn3
Wale,dance pop,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,gangster rap,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,hip hop,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,pop,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,pop rap,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,r&b,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,rap,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,southern hip hop,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,trap,78,2604793,67nwj3Y5sZQLl72VNUHEYE
Wale,urban contemporary,78,2604793,67nwj3Y5sZQLl72VNUHEYE
88rising,asian american hip hop,75,497013,1AhjOkOLkbHUfcHDSErXQs
88rising,pop,75,497013,1AhjOkOLkbHUfcHDSErXQs
Frank Ocean,alternative r&b,86,5808144,2h93pZq0e7k5yf4dywlkpM
Frank Ocean,hip hop,86,5808144,2h93pZq0e7k5yf4dywlkpM
Frank Ocean,lgbtq+ hip hop,86,5808144,2h93pZq0e7k5yf4dywlkpM
Frank Ocean,neo soul,86,5808144,2h93pZq0e7k5yf4dywlkpM
Frank Ocean,pop,86,5808144,2h93pZq0e7k5yf4dywlkpM
Noah Cyrus,dance pop,81,621231,55fhWPvDiMpLnE4ZzNXZyW
Noah Cyrus,pop,81,621231,55fhWPvDiMpLnE4ZzNXZyW
Noah Cyrus,post-teen pop,81,621231,55fhWPvDiMpLnE4ZzNXZyW
Coldplay,permanent wave,89,25912025,4gzpq5DPGxSnKTe4SA8HAU
Coldplay,pop,89,25912025,4gzpq5DPGxSnKTe4SA8HAU
Kesha,dance pop,81,5523427,6LqNN22kT3074XbTVUrhzX
Kesha,electropop,81,5523427,6LqNN22kT3074XbTVUrhzX
Kesha,pop,81,5523427,6LqNN22kT3074XbTVUrhzX
Kesha,post-teen pop,81,5523427,6LqNN22kT3074XbTVUrhzX
Arizona Zervas,pop rap,83,393948,0vRvGUQVUjytro0xpb26bs
Black Eyed Peas,dance pop,86,4336660,1yxSLGMDHlW21z4YXirZDS
Black Eyed Peas,pop,86,4336660,1yxSLGMDHlW21z4YXirZDS
Black Eyed Peas,pop rap,86,4336660,1yxSLGMDHlW21z4YXirZDS
Kaash Paige,deep pop r&b,70,73004,0f2YkMXwFNJNSX7MymevKE
"Bobby ""Boris"" Pickett",halloween,40,11603,42MRYPhQfcEXqb18dl5ERX
"Bobby ""Boris"" Pickett",novelty,40,11603,42MRYPhQfcEXqb18dl5ERX
Ray Parker Jr.,disco,57,38473,0NyzfcGDZZ6GM25EBG9BYK
The Citizens of Halloween,halloween,46,6928,164hs3x1Tsp3FgJWNHee1r
AC/DC,album rock,85,15239222,711MCceyCBcFnzjGY4Q7Un
AC/DC,australian rock,85,15239222,711MCceyCBcFnzjGY4Q7Un
AC/DC,hard rock,85,15239222,711MCceyCBcFnzjGY4Q7Un
AC/DC,rock,85,15239222,711MCceyCBcFnzjGY4Q7Un
Rihanna,barbadian pop,91,37574770,5pKCCKE2ajJHZ9KAiaK11H
Rihanna,dance pop,91,37574770,5pKCCKE2ajJHZ9KAiaK11H
Rihanna,pop,91,37574770,5pKCCKE2ajJHZ9KAiaK11H
Rihanna,post-teen pop,91,37574770,5pKCCKE2ajJHZ9KAiaK11H
Rihanna,r&b,91,37574770,5pKCCKE2ajJHZ9KAiaK11H
Rihanna,urban contemporary,91,37574770,5pKCCKE2ajJHZ9KAiaK11H
Blue Öyster Cult,album rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,art rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,blues rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,classic rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,hard rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,metal,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,psychedelic rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
Blue Öyster Cult,soft rock,68,875240,00tVTdpEhQQw1bqdu8RCx2
DJ Jazzy Jeff & The Fresh Prince,gangster rap,60,217490,1mG23iQeR29Ojhq89D5gbh
DJ Jazzy Jeff & The Fresh Prince,hip hop,60,217490,1mG23iQeR29Ojhq89D5gbh
DJ Jazzy Jeff & The Fresh Prince,old school hip hop,60,217490,1mG23iQeR29Ojhq89D5gbh
DJ Jazzy Jeff & The Fresh Prince,philly rap,60,217490,1mG23iQeR29Ojhq89D5gbh
DJ Jazzy Jeff & The Fresh Prince,rap,60,217490,1mG23iQeR29Ojhq89D5gbh
Little Nell,hollywood,46,1075,213WFYdlgojElnXhDyhwke
Little Nell,novelty,46,1075,213WFYdlgojElnXhDyhwke
Kyle Dixon & Michael Stein,horror synth,60,61375,00oL7zWxmWveTsKF7DnIRd
Kyle Dixon & Michael Stein,soundtrack,60,61375,00oL7zWxmWveTsKF7DnIRd
The Cranberries,irish rock,76,2050617,7t0rwkOPGlDPEhaOcVtOt9
The Cranberries,pop rock,76,2050617,7t0rwkOPGlDPEhaOcVtOt9
Warren Zevon,classic rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,country rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,folk,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
Warren Zevon,folk rock,60,210953,3mY9Ii0cL5SQxpOTAm8SHx
